ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Total Spending,income - spending,Age,Income - Spending,High_Risk_Churn,Log_Income,Income_Segment,Spending_Segment,Cluster
7892,1969,Graduation,Single,18589.0,0,0,2/1/13,89,6,4,25,15,12,13,2,2,1,3,7,0,0,0,0,0,0,3,11,0,75,18514,56,18514.0,1,9.83037908071549,Low,Low,2
2404,1976,Graduation,Married,53359.0,1,1,27-05-2013,4,173,4,30,3,6,41,4,5,1,4,7,0,0,0,0,0,0,3,11,0,257,53102,49,53102.0,0,10.884816680589505,Medium,Medium,2
5255,1986,Graduation,Single,51381.5,1,0,20-02-2013,19,5,1,3,3,263,362,0,27,0,0,1,0,0,0,0,0,0,3,11,0,637,-637,39,50744.5,0,10.847052926545164,Medium,Medium,0
9422,1989,Graduation,Married,38360.0,1,0,31-05-2013,26,36,2,42,20,21,10,2,2,1,4,3,0,0,0,0,0,0,3,11,0,131,38229,36,38229.0,0,10.554796597479278,Low,Medium,2
1966,1965,PhD,Married,84618.0,0,0,22-11-2013,96,684,100,801,21,66,0,1,6,9,10,2,0,0,1,0,0,0,3,11,0,1672,82946,60,82946.0,1,11.345914106667006,High,High,1
6864,1989,Master,Divorced,10979.0,0,0,22-05-2014,34,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,3,11,0,30,10949,36,10949.0,0,9.30383071506352,Low,Low,2
3033,1963,Master,Together,38620.0,0,0,11/5/13,56,112,17,44,34,22,89,1,2,5,3,3,0,0,0,0,0,0,3,11,0,318,38302,62,38302.0,0,10.561551448966803,Low,Medium,2
5710,1970,Graduation,Together,40548.0,0,1,10/10/12,31,110,0,5,2,0,3,2,2,1,4,5,0,1,0,0,0,0,3,11,0,120,40428,55,40428.0,0,10.61026639832702,Medium,Medium,2
7373,1952,PhD,Divorced,46610.0,0,2,29-10-2012,8,96,12,96,33,22,43,6,4,1,6,6,0,0,0,0,0,0,3,11,1,302,46308,73,46308.0,0,10.749591843760111,Medium,Medium,2
8755,1946,Master,Married,68657.0,0,0,20-02-2013,4,482,34,471,119,68,22,1,3,5,9,7,0,0,0,0,0,0,3,11,0,1196,67461,79,67461.0,0,11.13689293754577,High,High,0
10738,1951,Master,Single,49389.0,1,1,29-08-2013,55,40,0,19,2,1,3,1,2,0,3,7,0,0,0,0,0,0,3,11,0,65,49324,74,49324.0,0,10.807503253534671,Medium,Low,2
4339,1970,PhD,Married,67353.0,0,1,31-12-2013,37,702,17,151,0,8,35,5,5,6,12,2,0,0,0,0,0,0,3,11,0,913,66440,55,66440.0,0,11.117717571314712,High,High,0
10755,1976,2n Cycle,Married,23718.0,1,0,2/9/13,76,6,3,14,15,7,36,3,3,1,2,7,0,0,0,0,0,0,3,11,0,81,23637,49,23637.0,1,10.074031693706946,Low,Low,2
8595,1973,Graduation,Widow,42429.0,0,1,11/2/14,99,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,3,11,0,67,42362,52,42362.0,1,10.65561093819637,Medium,Low,2
2968,1943,PhD,Divorced,48948.0,0,0,1/2/13,53,437,8,206,160,49,42,2,7,10,5,6,1,0,0,0,0,0,3,11,1,902,48046,82,48046.0,0,10.79853421874079,Medium,High,0
8601,1980,Graduation,Married,80011.0,0,1,29-04-2013,3,421,76,536,82,178,102,2,8,6,5,4,0,0,0,0,0,0,3,11,0,1395,78616,45,78616.0,0,11.289931902407144,High,High,1
503,1985,Master,Married,20559.0,1,0,12/3/13,88,13,1,29,3,0,7,2,2,0,3,8,0,0,0,0,0,0,3,11,0,53,20506,40,20506.0,1,9.931102719569102,Low,Low,2
8430,1957,Graduation,Together,21994.0,0,1,24-12-2012,4,9,0,6,3,1,3,1,0,0,3,5,0,0,0,0,0,0,3,11,0,22,21972,68,21972.0,0,9.99857043378282,Low,Low,2
7281,1959,PhD,Single,51381.5,0,0,5/11/13,80,81,11,50,3,2,39,1,1,3,4,2,0,0,0,0,0,0,3,11,0,186,-186,66,51195.5,1,10.847052926545164,Medium,Medium,2
2139,1975,Master,Married,7500.0,1,0,2/10/13,19,3,1,10,3,2,12,3,2,0,3,5,0,0,0,0,0,0,3,11,0,31,7469,50,7469.0,0,8.922791623969637,Low,Low,2
1371,1976,Graduation,Single,79941.0,0,0,28-06-2014,72,123,164,266,227,30,174,1,2,4,9,1,0,0,0,0,0,0,3,11,0,984,78957,49,78957.0,0,11.289056650716423,High,High,0
9909,1996,2n Cycle,Married,7500.0,0,0,9/11/12,24,3,18,14,15,22,50,3,3,1,3,9,0,0,0,0,0,0,3,11,1,122,7378,29,7378.0,0,8.922791623969637,Low,Medium,2
7286,1968,Graduation,Together,41728.0,1,0,24-05-2013,92,13,6,15,3,5,13,1,2,0,2,10,0,0,0,0,0,0,3,11,0,55,41673,57,41673.0,1,10.638951609723101,Medium,Low,2
7244,1951,Graduation,Single,51381.5,2,1,1/1/14,96,48,5,48,6,10,7,3,2,1,4,6,0,0,0,0,0,0,3,11,0,124,-124,74,51257.5,1,10.847052926545164,Medium,Medium,2
6566,1954,PhD,Married,72550.0,1,1,8/11/12,39,826,50,317,50,38,38,9,5,2,12,8,0,0,0,0,0,0,3,11,0,1319,71231,71,71231.0,0,11.19204504181486,High,High,1
8614,1957,Graduation,Widow,65486.0,0,1,12/5/14,29,245,19,125,37,67,14,1,4,2,10,2,0,0,0,0,0,0,3,11,0,507,64979,68,64979.0,0,11.089606928642473,High,Medium,0
4114,1964,Master,Married,79143.0,0,0,11/8/12,2,650,37,780,27,167,32,1,6,9,13,3,0,0,0,0,0,0,3,11,0,1693,77450,61,77450.0,0,11.279024257003059,High,High,1
1331,1977,Graduation,Single,35790.0,1,0,2/1/13,54,12,6,20,30,1,3,2,2,0,3,7,0,0,0,0,0,0,3,11,0,72,35718,48,35718.0,0,10.485451744135313,Low,Low,2
2225,1977,Graduation,Divorced,82582.0,0,0,7/6/14,54,510,120,550,156,40,241,1,4,9,7,1,1,0,0,1,0,0,3,11,1,1617,80965,48,80965.0,0,11.321559127189037,High,High,1
9381,1978,Graduation,Married,66373.0,1,1,12/6/13,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,3,11,0,606,65767,47,65767.0,0,11.103060692517378,High,Medium,0
6260,1955,Master,Together,82384.0,0,0,19-11-2012,55,984,51,432,180,120,190,1,3,10,13,1,0,0,1,0,0,0,3,11,1,1957,80427,70,80427.0,0,11.319158660491532,High,High,1
10383,1966,Graduation,Divorced,70287.0,0,0,2/4/13,30,295,35,482,121,120,40,1,5,5,10,3,0,0,0,0,0,0,3,11,1,1093,69194,59,69194.0,0,11.160356366215561,High,High,0
7437,1988,Graduation,Single,27938.0,1,0,28-04-2014,31,13,0,8,2,1,5,1,1,0,4,3,0,0,0,0,0,0,3,11,0,29,27909,37,27909.0,0,10.237778841189767,Low,Low,2
8557,1982,Graduation,Single,51381.5,1,0,17-06-2013,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,3,11,0,46,-46,43,51335.5,0,10.847052926545164,Medium,Low,2
8375,1968,PhD,Married,55954.0,0,1,3/3/14,63,447,0,28,0,0,43,3,8,2,6,7,0,0,0,0,0,0,3,11,0,518,55436,57,55436.0,0,10.932303075252127,Medium,Medium,0
6853,1982,Master,Single,75777.0,0,0,4/7/13,12,712,26,538,69,13,80,1,3,6,11,1,0,1,1,0,0,0,3,11,1,1438,74339,43,74339.0,0,11.2355632920364,High,High,1
3076,1975,Graduation,Together,66653.0,1,1,7/9/12,18,452,18,102,16,18,6,4,4,2,12,3,0,0,0,0,0,0,3,11,0,612,66041,50,66041.0,0,11.107270338809778,High,Medium,0
1012,1952,Graduation,Single,61823.0,0,1,18-02-2013,26,523,7,134,37,14,169,4,8,2,10,7,0,0,0,0,0,0,3,11,0,884,60939,73,60939.0,0,11.03204691757219,Medium,High,0
6518,1951,PhD,Widow,67680.0,0,1,11/6/13,8,546,0,48,0,6,6,1,7,3,8,5,0,0,0,0,0,0,3,11,0,606,67074,74,67074.0,0,11.122560769584661,High,Medium,0
4137,1948,Graduation,Together,70666.0,0,0,6/12/13,29,398,40,367,119,122,30,1,7,4,4,4,0,0,0,0,0,0,3,11,0,1076,69590,77,69590.0,0,11.165733981956047,High,High,0
8082,1971,Graduation,Married,25721.0,1,0,21-05-2013,75,1,3,6,3,6,15,1,1,1,2,7,0,0,0,0,0,0,3,11,1,34,25687,54,25687.0,1,10.155101935826032,Low,Low,2
1386,1967,Graduation,Together,32474.0,1,1,11/5/14,0,10,0,1,0,0,0,1,1,0,2,7,0,0,0,0,0,0,3,11,0,11,32463,58,32463.0,0,10.3882258415388,Low,Low,2
9369,1979,2n Cycle,Single,88194.0,0,1,19-03-2014,19,688,14,309,201,24,38,1,11,10,10,5,1,0,0,1,0,0,3,11,1,1274,86920,46,86920.0,0,11.387305551045577,High,High,1
4477,1958,Graduation,Together,69096.0,0,1,27-09-2013,4,247,49,159,7,82,109,1,5,2,10,4,0,0,0,0,0,0,3,11,0,653,68443,67,68443.0,0,11.143266593473202,High,Medium,0
1357,1970,Graduation,Together,74854.0,1,2,8/4/13,90,856,59,487,58,29,73,7,2,5,5,5,0,0,0,0,0,0,3,11,0,1562,73292,55,73292.0,1,11.223308187883937,High,High,1
1402,1954,Master,Married,66991.0,0,0,11/9/12,1,496,36,460,189,60,12,3,4,8,6,3,0,0,0,0,0,0,3,11,0,1253,65738,71,65738.0,0,11.112328488258925,High,High,1
10629,1973,2n Cycle,Married,51381.5,1,0,14-09-2012,25,25,3,43,17,4,17,3,3,0,3,8,0,0,0,0,0,0,3,11,0,109,-109,52,51272.5,0,10.847052926545164,Medium,Low,2
6312,1959,Graduation,Married,65031.0,0,1,17-03-2013,29,258,107,291,84,37,86,4,10,3,13,7,0,0,0,0,0,0,3,11,0,863,64168,66,64168.0,0,11.082634735426408,High,High,0
8132,1975,PhD,Married,60631.0,1,1,5/4/13,88,565,6,65,0,6,19,5,9,2,8,7,0,1,0,0,0,0,3,11,0,661,59970,50,59970.0,1,11.012578085491866,Medium,Medium,0
1050,1952,Graduation,Married,28332.0,0,0,30-04-2014,58,14,10,13,4,15,9,1,2,1,4,2,0,0,0,0,0,0,3,11,0,65,28267,73,28267.0,0,10.251782482029256,Low,Low,2
5846,1977,Graduation,Divorced,40246.0,1,0,19-12-2012,68,2,1,6,2,1,1,1,1,0,2,6,0,0,0,0,0,0,3,11,0,13,40233,48,40233.0,0,10.60279074590741,Low,Low,2
1859,1972,Master,Married,75251.0,0,0,27-08-2012,34,721,111,925,97,18,18,1,7,6,5,5,0,0,0,0,0,0,3,11,1,1890,73361,53,73361.0,0,11.228597760331022,High,High,1
7503,1976,Graduation,Single,75825.0,0,0,12/10/12,40,1032,105,779,137,105,51,0,5,8,9,4,1,0,0,0,0,0,3,11,1,2209,73616,49,73616.0,0,11.236196520732264,High,High,1
10401,1976,2n Cycle,Together,26326.0,0,0,4/9/13,12,1,0,5,0,3,9,1,0,0,3,3,0,0,0,0,0,1,3,11,0,18,26308,49,26308.0,0,10.17835030752565,Low,Low,2
1618,1965,Graduation,Together,56046.0,0,0,2/1/13,9,577,0,64,0,0,51,2,10,1,8,8,1,0,0,0,0,0,3,11,1,692,55354,60,55354.0,0,10.933945903428258,Medium,Medium,0
3332,1985,Graduation,Single,29760.0,1,0,29-08-2012,87,64,4,68,7,5,17,4,3,1,4,8,0,0,0,0,0,0,3,11,0,165,29595,40,29595.0,1,10.300954090533025,Low,Medium,2
2261,1969,Graduation,Married,26304.0,1,0,23-06-2013,5,4,1,5,2,0,4,1,1,0,2,7,0,0,0,0,0,0,3,11,0,16,26288,56,26288.0,0,10.177514314164908,Low,Low,2
5346,1973,2n Cycle,Married,23559.0,1,0,3/7/13,87,25,5,19,7,0,23,3,3,0,3,7,0,0,0,0,0,0,3,11,0,79,23480,52,23480.0,1,10.067305637765523,Low,Low,2
4119,1963,Master,Together,38620.0,0,0,11/5/13,56,112,17,44,34,22,89,1,2,5,3,3,0,0,0,0,0,0,3,11,0,318,38302,62,38302.0,0,10.561551448966803,Low,Medium,2
535,1987,Graduation,Divorced,81361.0,0,0,25-02-2014,18,163,23,424,27,65,76,1,3,10,13,1,0,0,0,0,0,0,3,11,0,778,80583,38,80583.0,0,11.306663612524535,High,Medium,0
5268,1960,Graduation,Married,29440.0,1,1,11/8/13,95,17,8,14,10,4,3,2,1,0,4,7,0,0,0,0,0,0,3,11,0,56,29384,65,29384.0,1,10.290143539657238,Low,Low,2
273,1970,Master,Married,36138.0,1,1,16-07-2013,48,130,0,16,0,0,5,5,3,1,4,7,0,1,0,0,0,0,3,11,0,151,35987,55,35987.0,0,10.495127893591839,Low,Medium,2
4452,1957,Graduation,Single,50388.0,0,1,28-05-2014,3,292,6,37,0,3,34,4,6,1,6,7,0,1,0,1,0,0,3,11,1,372,50016,68,50016.0,0,10.827528176270343,Medium,Medium,2
8504,1973,Graduation,Married,79593.0,0,0,12/5/14,70,350,60,568,110,133,145,1,5,6,7,2,0,0,1,0,0,0,3,11,0,1366,78227,52,78227.0,0,11.284693992107073,High,High,1
771,1967,Graduation,Together,54178.0,0,1,21-01-2014,79,135,9,39,4,0,7,1,2,2,5,2,0,0,0,0,0,0,3,11,0,194,53984,58,53984.0,1,10.900048658473553,Medium,Medium,2
8996,1957,PhD,Married,51381.5,2,1,19-11-2012,4,230,42,192,49,37,53,12,7,2,8,9,0,0,0,0,0,0,3,11,0,603,-603,68,50778.5,0,10.847052926545164,Medium,Medium,0
9235,1957,Graduation,Single,51381.5,1,1,27-05-2014,45,7,0,8,2,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,18,-18,68,51363.5,0,10.847052926545164,Medium,Low,2
5798,1973,Master,Together,51381.5,0,0,23-11-2013,87,445,37,359,98,28,18,1,2,4,8,1,0,0,0,0,0,0,3,11,0,985,-985,52,50396.5,1,10.847052926545164,Medium,High,0
11178,1972,Master,Single,42394.0,1,0,23-03-2014,69,15,2,10,0,1,4,1,1,0,3,7,0,0,0,0,0,0,3,11,0,32,42362,53,42362.0,0,10.654785709738103,Medium,Low,2
2230,1970,PhD,Married,23626.0,1,0,24-05-2014,84,27,2,14,0,0,0,3,3,1,3,5,0,0,0,0,0,0,3,11,0,43,23583,55,23583.0,1,10.070145404863476,Low,Low,2
7516,1983,Graduation,Married,30096.0,1,0,22-05-2014,30,5,3,11,12,5,9,1,2,0,3,6,0,0,0,0,0,0,3,11,0,45,30051,42,30051.0,0,10.312180777995717,Low,Low,2
7247,1960,Graduation,Widow,47916.0,0,1,22-11-2012,72,505,0,26,0,0,75,5,7,4,6,6,0,1,0,0,0,0,3,11,0,606,47310,65,47310.0,0,10.77722562648903,Medium,Medium,0
11100,1972,Graduation,Divorced,51813.0,1,1,11/4/13,37,51,2,7,0,1,2,2,2,0,3,7,0,0,0,0,0,0,3,11,0,63,51750,53,51750.0,0,10.855415662001414,Medium,Low,2
4646,1951,2n Cycle,Married,78497.0,0,0,1/12/13,44,207,26,447,75,0,223,1,5,7,12,2,0,0,0,1,0,0,3,11,0,978,77519,74,77519.0,0,11.270828425738932,High,High,0
3037,1983,PhD,Married,50150.0,0,0,20-06-2013,32,135,46,92,65,61,11,2,5,2,7,5,0,0,0,0,0,0,3,11,0,410,49740,42,49740.0,0,10.822793733370741,Medium,Medium,2
1473,1960,2n Cycle,Single,47823.0,0,1,23-07-2013,0,53,1,5,2,1,10,2,2,0,3,8,0,0,0,0,0,0,3,11,0,72,47751,65,47751.0,0,10.775282884523719,Medium,Low,2
1016,1959,PhD,Single,34554.0,0,1,30-03-2014,43,41,1,6,2,0,5,2,2,0,3,6,0,0,0,0,0,0,3,11,0,55,34499,66,34499.0,0,10.450307536525495,Low,Low,2
4518,1979,Graduation,Together,85693.0,0,1,20-04-2013,59,386,172,183,185,132,111,2,9,5,11,5,0,0,0,0,0,0,3,11,0,1169,84524,46,84524.0,0,11.358538090466329,High,High,1
9370,1945,PhD,Married,65846.0,0,0,17-05-2013,68,562,81,276,80,40,81,1,6,3,6,4,0,0,0,0,0,0,3,11,0,1120,64726,80,64726.0,0,11.095089148047066,High,High,0
8908,1959,Graduation,Married,87195.0,0,0,8/5/14,35,217,76,690,50,26,38,1,3,11,5,1,0,0,0,0,0,0,3,11,1,1097,86098,66,86098.0,0,11.375913737285305,High,High,1
8373,1979,Basic,Together,24594.0,1,0,10/12/13,94,1,3,6,10,0,9,1,1,0,3,5,0,0,0,0,0,0,3,11,0,29,24565,46,24565.0,1,10.11029844922944,Low,Low,2
7533,1964,Graduation,Married,49096.0,1,1,24-09-2013,15,144,1,32,2,1,7,4,4,1,4,7,0,0,0,0,0,0,3,11,0,187,48909,61,48909.0,0,10.80155321211961,Medium,Medium,2
2683,1969,Graduation,Married,52413.0,0,2,2/2/13,56,295,106,271,75,98,65,4,6,4,12,6,0,0,0,0,0,0,3,11,0,910,51503,56,51503.0,0,10.866929010196616,Medium,High,0
3629,1978,Graduation,Single,38557.0,1,0,19-12-2012,17,76,3,31,4,4,27,2,3,1,3,7,0,0,0,0,0,0,3,11,0,145,38412,47,38412.0,0,10.559918880159413,Low,Medium,2
10991,1960,Master,Married,89058.0,0,0,7/12/12,18,454,194,106,31,22,43,1,5,4,4,2,0,0,0,0,0,0,3,11,0,850,88208,65,88208.0,0,11.397054350427297,High,High,0
5077,1979,Graduation,Together,77298.0,0,1,2/11/13,46,425,115,292,23,35,79,1,6,6,11,3,0,0,0,0,0,0,3,11,0,969,76329,46,76329.0,0,11.255436297881227,High,High,0
7431,1991,PhD,Single,68126.0,0,0,10/11/12,40,1332,17,311,23,51,86,1,7,4,5,9,0,1,0,0,0,0,3,11,1,1820,66306,34,66306.0,0,11.129128889332778,High,High,1
3267,1963,Master,Together,57288.0,0,1,25-06-2014,27,527,0,21,0,0,60,3,8,1,8,6,0,1,0,0,0,0,3,11,0,608,56680,62,56680.0,0,10.955863912197044,Medium,Medium,0
999,1991,Graduation,Single,86037.0,0,0,2/1/13,95,490,44,125,29,20,22,1,6,7,11,3,0,1,1,0,0,0,3,11,1,730,85307,34,85307.0,1,11.362544338109172,High,Medium,0
9215,1980,PhD,Married,43974.0,1,0,12/12/12,19,378,0,101,0,0,72,5,6,4,6,7,0,0,0,0,0,0,3,11,0,551,43423,45,43423.0,0,10.691376569605758,Medium,Medium,2
2286,1962,Graduation,Single,50785.0,1,1,10/9/13,27,64,1,21,0,1,27,2,2,1,3,6,0,0,0,0,0,0,3,11,0,114,50671,63,50671.0,0,10.835376005033337,Medium,Low,2
1592,1970,Graduation,Married,90765.0,0,0,24-01-2014,25,547,99,812,151,82,33,0,4,6,5,1,0,0,1,1,0,0,3,11,0,1724,89041,55,89041.0,0,11.416040045126518,High,High,1
367,1978,2n Cycle,Married,36550.0,1,0,19-02-2013,74,47,90,94,123,103,120,5,9,1,5,9,0,0,0,0,0,0,3,11,0,577,35973,47,35973.0,0,10.506463824584774,Low,Medium,2
5234,1967,2n Cycle,Together,30753.0,1,1,11/7/13,85,12,5,25,0,9,30,2,1,1,3,5,0,0,0,0,0,0,3,11,0,81,30672,58,30672.0,1,10.333775346075639,Low,Low,2
9862,1969,Graduation,Together,21918.0,1,0,14-11-2013,37,1,6,7,11,5,3,2,2,0,3,6,0,0,0,0,0,0,3,11,0,33,21885,56,21885.0,0,9.995109119583352,Low,Low,2
9805,1953,Master,Together,56129.0,0,1,20-06-2013,65,320,48,133,39,72,48,4,6,2,10,4,0,0,0,0,0,0,3,11,0,660,55469,72,55469.0,0,10.935425707936245,Medium,Medium,0
6205,1967,Master,Single,32557.0,1,0,24-02-2014,13,34,3,29,0,4,10,3,2,1,3,5,0,0,0,0,0,0,3,11,1,80,32477,58,32477.0,0,10.390778393168455,Low,Low,2
8442,1985,Master,Married,19510.0,2,0,4/9/13,63,9,0,7,3,4,7,2,1,0,3,7,0,0,0,0,0,0,3,11,0,30,19480,40,19480.0,0,9.878733688069898,Low,Low,2
7386,1976,Graduation,Divorced,30992.0,1,0,22-04-2013,83,17,0,14,7,3,2,1,1,0,3,7,0,0,0,0,0,0,3,11,0,43,30949,49,30949.0,1,10.341516651517555,Low,Low,2
7215,1983,Graduation,Single,101970.0,0,0,12/3/13,69,722,27,102,44,72,168,0,6,8,13,2,0,1,1,1,0,0,3,11,1,1135,100835,42,100835.0,0,11.532443738116108,High,High,1
1491,1965,2n Cycle,Together,71488.0,0,0,18-02-2013,87,162,33,124,40,28,172,2,3,4,7,1,0,0,0,0,0,0,3,11,0,559,70929,60,70929.0,1,11.17729887069272,High,Medium,0
11071,1984,Graduation,Single,79607.0,0,0,21-04-2013,37,450,133,951,173,0,216,1,3,6,6,1,0,0,0,0,0,0,3,11,1,1923,77684,41,77684.0,0,11.284869869294997,High,High,1
3381,1953,Master,Married,54348.0,1,1,8/6/14,51,70,0,16,0,0,4,2,2,0,4,6,0,0,0,0,0,0,3,11,0,90,54258,72,54258.0,0,10.903181493116058,Medium,Low,2
8268,1961,PhD,Married,51381.5,0,1,11/7/13,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,3,11,0,404,-404,64,50977.5,0,10.847052926545164,Medium,Medium,0
11051,1956,PhD,Together,77376.0,1,1,10/5/14,72,492,19,110,16,12,12,4,6,3,10,4,0,0,0,0,0,0,3,11,0,661,76715,69,76715.0,0,11.256444857795005,High,Medium,0
8026,1952,Graduation,Married,62998.0,0,1,30-09-2013,10,120,58,73,65,89,58,5,5,4,5,5,0,0,0,0,0,0,3,11,0,463,62535,73,62535.0,0,11.050874132231819,High,Medium,0
433,1958,Master,Alone,61331.0,1,1,10/3/13,42,534,5,47,0,5,41,5,11,1,6,8,0,0,0,0,0,0,3,11,0,632,60699,67,60699.0,0,11.02405700855628,Medium,Medium,0
